Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
394-41-0748;C;Naypyitaw;Member;Female;Fashion accessories;5407;9;243315;5109615;1/27/2019;14:55:00;Ewallet;48663;4761904762;243315;95
596-42-3999;B;Mandalay;Normal;Male;Food and beverages;1822;7;6377;133917;3/10/2019;14:04:00;Credit card;12754;4761904762;6377;66
541-89-9860;C;Naypyitaw;Member;Female;Fashion accessories;8048;3;12072;253512;2/15/2019;12:31:00;Cash;24144;4761904762;12072;81
173-82-9529;B;Mandalay;Normal;Female;Fashion accessories;3795;10;18975;398475;1/26/2019;14:51:00;Cash;3795;4761904762;18975;97
563-36-9814;A;Yangon;Member;Male;Electronic accessories;7682;1;3841;80661;2/13/2019;18:27:00;Ewallet;7682;4761904762;3841;72
308-47-4913;A;Yangon;Member;Female;Sports and travel;5226;10;2613;54873;3/9/2019;12:45:00;Credit card;5226;4761904762;2613;62
885-17-6250;A;Yangon;Normal;Female;Health and beauty;7974;1;3987;83727;3/6/2019;10:36:00;Ewallet;7974;4761904762;3987;73
726-27-2396;A;Yangon;Normal;Female;Health and beauty;775;5;19375;406875;1/24/2019;20:36:00;Ewallet;3875;4761904762;19375;43
316-01-3952;A;Yangon;Normal;Female;Food and beverages;5427;5;135675;2849175;3/13/2019;14:16:00;Ewallet;27135;4761904762;135675;46
760-54-1821;B;Mandalay;Normal;Male;Home and lifestyle;1359;9;61155;1284255;3/15/2019;10:26:00;Cash;12231;4761904762;61155;58
793-10-3222;B;Mandalay;Member;Female;Health and beauty;4106;6;12318;258678;3/5/2019;13:30:00;Credit card;24636;4761904762;12318;83
346-12-3257;B;Mandalay;Member;Male;Electronic accessories;1924;9;8658;181818;3/4/2019;16:28:00;Cash;17316;4761904762;8658;8
110-05-6330;C;Naypyitaw;Normal;Female;Food and beverages;3943;6;11829;248409;3/25/2019;20:18:00;Credit card;23658;4761904762;11829;94
651-61-0874;C;Naypyitaw;Normal;Male;Home and lifestyle;4622;4;9244;194124;3/12/2019;20:04:00;Credit card;18488;4761904762;9244;62
236-86-3015;C;Naypyitaw;Member;Male;Home and lifestyle;1398;1;699;14679;2/4/2019;13:38:00;Ewallet;1398;4761904762;699;98
831-64-0259;B;Mandalay;Normal;Female;Fashion accessories;3975;5;99375;2086875;2/22/2019;10:43:00;Ewallet;19875;4761904762;99375;96
587-03-7455;C;Naypyitaw;Member;Female;Fashion accessories;9779;7;342265;7187565;2/16/2019;17:30:00;Ewallet;68453;4761904762;342265;49
882-40-4577;A;Yangon;Member;Male;Sports and travel;6726;4;13452;282492;1/19/2019;15:28:00;Credit card;26904;4761904762;13452;8
732-67-5346;A;Yangon;Normal;Male;Food and beverages;1379;5;34475;723975;1/11/2019;19:07:00;Credit card;6895;4761904762;34475;78
725-32-9708;B;Mandalay;Member;Female;Fashion accessories;6871;4;13742;288582;1/4/2019;19:01:00;Cash;27484;4761904762;13742;41
256-08-8343;A;Yangon;Normal;Female;Home and lifestyle;5653;4;11306;237426;3/4/2019;19:48:00;Ewallet;22612;4761904762;11306;55
372-26-1506;C;Naypyitaw;Normal;Female;Fashion accessories;2382;5;5955;125055;1/28/2019;19:24:00;Ewallet;1191;4761904762;5955;54
244-08-0162;B;Mandalay;Normal;Female;Health and beauty;3421;10;17105;359205;1/2/2019;13:00:00;Cash;3421;4761904762;17105;51
569-71-4390;B;Mandalay;Normal;Male;Sports and travel;2187;2;2187;45927;1/25/2019;14:29:00;Ewallet;4374;4761904762;2187;69
132-23-6451;A;Yangon;Member;Male;Health and beauty;2097;5;52425;1100925;1/4/2019;13:21:00;Cash;10485;4761904762;52425;78
696-90-2548;A;Yangon;Normal;Male;Sports and travel;2584;3;3876;81396;3/10/2019;18:55:00;Ewallet;7752;4761904762;3876;66
472-15-9636;A;Yangon;Normal;Male;Home and lifestyle;5093;8;20372;427812;3/22/2019;19:36:00;Ewallet;40744;4761904762;20372;92
268-03-6164;B;Mandalay;Normal;Male;Health and beauty;9611;1;48055;1009155;1/25/2019;16:28:00;Ewallet;9611;4761904762;48055;78
750-57-9686;C;Naypyitaw;Normal;Female;Home and lifestyle;4538;4;9076;190596;1/8/2019;13:48:00;Credit card;18152;4761904762;9076;87
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty;8151;1;40755;855855;1/22/2019;10:57:00;Ewallet;8151;4761904762;40755;92
848-07-1692;B;Mandalay;Normal;Female;Health and beauty;5722;2;5722;120162;1/12/2019;17:13:00;Ewallet;11444;4761904762;5722;83
745-71-3520;A;Yangon;Member;Female;Electronic accessories;2522;7;8827;185367;2/4/2019;10:23:00;Cash;17654;4761904762;8827;82
266-76-6436;C;Naypyitaw;Member;Female;Food and beverages;386;3;579;12159;3/28/2019;13:57:00;Ewallet;1158;4761904762;579;75
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories;8405;3;126075;2647575;1/23/2019;13:29:00;Cash;25215;4761904762;126075;98
271-88-8734;C;Naypyitaw;Member;Female;Fashion accessories;9721;10;48605;1020705;2/8/2019;13:00:00;Credit card;9721;4761904762;48605;87
301-81-8610;B;Mandalay;Member;Male;Fashion accessories;2542;8;10168;213528;3/19/2019;19:42:00;Credit card;20336;4761904762;10168;67
489-64-4354;C;Naypyitaw;Normal;Male;Fashion accessories;1628;1;814;17094;3/9/2019;15:36:00;Cash;1628;4761904762;814;5
198-84-7132;B;Mandalay;Member;Male;Fashion accessories;4061;9;182745;3837645;1/2/2019;13:40:00;Cash;36549;4761904762;182745;7
269-10-8440;A;Yangon;Member;Male;Health and beauty;5317;7;186095;3907995;1/21/2019;18:01:00;Cash;37219;4761904762;186095;89
650-98-6268;B;Mandalay;Member;Female;Food and beverages;2087;3;31305;657405;3/20/2019;13:53:00;Credit card;6261;4761904762;31305;8
741-73-3559;B;Mandalay;Normal;Male;Sports and travel;6727;5;168175;3531675;2/27/2019;17:27:00;Cash;33635;4761904762;168175;69
325-77-6186;A;Yangon;Member;Female;Home and lifestyle;9065;10;45325;951825;3/8/2019;10:53:00;Ewallet;9065;4761904762;45325;73
286-75-7818;B;Mandalay;Normal;Male;Fashion accessories;6908;2;6908;145068;1/31/2019;19:48:00;Credit card;13816;4761904762;6908;69
574-57-9721;C;Naypyitaw;Normal;Male;Food and beverages;4327;2;4327;90867;3/8/2019;16:53:00;Ewallet;8654;4761904762;4327;57
459-50-7686;A;Yangon;Normal;Female;Electronic accessories;2346;6;7038;147798;1/13/2019;19:14:00;Ewallet;14076;4761904762;7038;64
616-87-0016;B;Mandalay;Normal;Male;Fashion accessories;9554;7;33439;702219;3/9/2019;14:36:00;Credit card;66878;4761904762;33439;96
837-55-7229;B;Mandalay;Normal;Female;Fashion accessories;4744;1;2372;49812;2/22/2019;18:19:00;Credit card;4744;4761904762;2372;68
751-69-0068;C;Naypyitaw;Normal;Male;Sports and travel;9924;9;44658;937818;3/19/2019;19:09:00;Ewallet;89316;4761904762;44658;9
257-73-1380;C;Naypyitaw;Member;Male;Sports and travel;8293;4;16586;348306;1/20/2019;16:51:00;Ewallet;33172;4761904762;16586;96
345-08-4992;A;Yangon;Normal;Male;Home and lifestyle;3399;6;10197;214137;3/8/2019;15:37:00;Credit card;20394;4761904762;10197;77
549-96-4200;C;Naypyitaw;Member;Male;Food and beverages;1704;4;3408;71568;3/8/2019;20:15:00;Ewallet;6816;4761904762;3408;7
810-60-6344;C;Naypyitaw;Normal;Female;Electronic accessories;4086;8;16344;343224;2/7/2019;14:38:00;Credit card;32688;4761904762;16344;65
450-28-2866;C;Naypyitaw;Member;Male;Food and beverages;1744;5;436;9156;1/15/2019;19:25:00;Cash;872;4761904762;436;81
394-30-3170;B;Mandalay;Member;Female;Sports and travel;8843;8;35372;742812;3/22/2019;19:35:00;Credit card;70744;4761904762;35372;43
138-17-5109;A;Yangon;Member;Female;Home and lifestyle;8921;9;401445;8430345;1/15/2019;15:42:00;Credit card;80289;4761904762;401445;65
192-98-7397;C;Naypyitaw;Normal;Male;Fashion accessories;1278;1;639;13419;1/8/2019;14:11:00;Ewallet;1278;4761904762;639;95
301-11-9629;A;Yangon;Normal;Female;Sports and travel;191;7;6685;140385;1/15/2019;10:43:00;Cash;1337;4761904762;6685;97
390-80-5128;B;Mandalay;Member;Female;Health and beauty;1915;1;9575;201075;1/28/2019;17:58:00;Credit card;1915;4761904762;9575;95
235-46-8343;C;Naypyitaw;Member;Male;Food and beverages;2766;10;1383;29043;2/14/2019;11:26:00;Credit card;2766;4761904762;1383;89
453-12-7053;C;Naypyitaw;Normal;Male;Fashion accessories;4574;3;6861;144081;3/10/2019;17:38:00;Credit card;13722;4761904762;6861;65
296-11-7041;B;Mandalay;Member;Female;Health and beauty;2707;1;13535;284235;1/12/2019;20:07:00;Credit card;2707;4761904762;13535;53
449-27-2918;B;Mandalay;Member;Female;Sports and travel;3912;1;1956;41076;3/26/2019;11:02:00;Credit card;3912;4761904762;1956;96
891-01-7034;B;Mandalay;Normal;Female;Electronic accessories;7471;6;22413;470673;1/1/2019;19:07:00;Cash;44826;4761904762;22413;67
744-09-5786;B;Mandalay;Normal;Male;Electronic accessories;2201;6;6603;138663;1/2/2019;18:50:00;Cash;13206;4761904762;6603;76
727-17-0390;A;Yangon;Normal;Female;Food and beverages;6361;5;159025;3339525;3/16/2019;12:43:00;Ewallet;31805;4761904762;159025;48
568-88-3448;A;Yangon;Normal;Male;Health and beauty;25;1;125;2625;3/3/2019;15:09:00;Ewallet;25;4761904762;125;55
187-83-5490;A;Yangon;Member;Male;Electronic accessories;2077;4;4154;87234;1/31/2019;13:47:00;Cash;8308;4761904762;4154;47
767-54-1907;B;Mandalay;Member;Female;Fashion accessories;2956;5;739;15519;2/13/2019;16:59:00;Cash;1478;4761904762;739;69
710-46-4433;B;Mandalay;Member;Female;Food and beverages;774;9;3483;73143;2/15/2019;14:15:00;Credit card;6966;4761904762;3483;45
533-33-5337;B;Mandalay;Normal;Male;Electronic accessories;7939;10;39695;833595;2/7/2019;20:24:00;Cash;7939;4761904762;39695;62
325-90-8763;C;Naypyitaw;Member;Female;Electronic accessories;4657;10;23285;488985;1/27/2019;13:58:00;Cash;4657;4761904762;23285;76
729-46-7422;C;Naypyitaw;Normal;Male;Food and beverages;3589;1;17945;376845;2/23/2019;16:52:00;Credit card;3589;4761904762;17945;79
639-76-1242;C;Naypyitaw;Normal;Male;Food and beverages;4052;5;1013;21273;2/3/2019;15:19:00;Cash;2026;4761904762;1013;45
234-03-4040;B;Mandalay;Member;Female;Food and beverages;7305;10;36525;767025;3/3/2019;12:25:00;Credit card;7305;4761904762;36525;87
326-71-2155;C;Naypyitaw;Normal;Female;Sports and travel;7395;4;1479;31059;2/3/2019;10:02:00;Cash;2958;4761904762;1479;61
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages;2262;1;1131;23751;3/17/2019;18:58:00;Cash;2262;4761904762;1131;64
470-32-9057;A;Yangon;Member;Male;Food and beverages;5134;5;12835;269535;3/28/2019;15:31:00;Credit card;2567;4761904762;12835;91
878-30-2331;C;Naypyitaw;Member;Female;Sports and travel;5455;10;27275;572775;3/2/2019;11:22:00;Credit card;5455;4761904762;27275;71
440-59-5691;C;Naypyitaw;Member;Female;Health and beauty;3715;7;130025;2730525;2/8/2019;13:12:00;Credit card;26005;4761904762;130025;77
554-53-3790;B;Mandalay;Normal;Male;Sports and travel;3702;6;11106;233226;3/22/2019;18:33:00;Cash;22212;4761904762;11106;45
746-19-0921;C;Naypyitaw;Normal;Male;Food and beverages;2158;1;1079;22659;2/9/2019;10:02:00;Ewallet;2158;4761904762;1079;72
233-34-0817;C;Naypyitaw;Member;Female;Electronic accessories;9884;1;4942;103782;2/15/2019;11:21:00;Cash;9884;4761904762;4942;84
767-05-1286;C;Naypyitaw;Member;Female;Home and lifestyle;8377;6;25131;527751;1/23/2019;12:10:00;Ewallet;50262;4761904762;25131;54
340-21-9136;A;Yangon;Member;Female;Sports and travel;4005;4;801;16821;1/25/2019;11:40:00;Cash;1602;4761904762;801;97
405-31-3305;A;Yangon;Member;Male;Fashion accessories;4313;10;21565;452865;2/2/2019;18:31:00;Credit card;4313;4761904762;21565;55
731-59-7531;B;Mandalay;Member;Male;Health and beauty;7257;8;29028;609588;3/30/2019;17:58:00;Cash;58056;4761904762;29028;46
676-39-6028;A;Yangon;Member;Female;Electronic accessories;6444;5;1611;33831;3/30/2019;17:04:00;Cash;3222;4761904762;1611;66
502-05-1910;A;Yangon;Normal;Male;Health and beauty;6518;3;9777;205317;2/25/2019;20:35:00;Credit card;19554;4761904762;9777;63
485-30-8700;A;Yangon;Normal;Female;Sports and travel;3326;5;8315;174615;3/18/2019;16:10:00;Credit card;1663;4761904762;8315;42
598-47-9715;C;Naypyitaw;Normal;Male;Electronic accessories;8407;4;16814;353094;3/7/2019;16:54:00;Ewallet;33628;4761904762;16814;44
701-69-8742;B;Mandalay;Normal;Male;Sports and travel;3437;10;17185;360885;3/16/2019;10:11:00;Ewallet;3437;4761904762;17185;67
575-67-1508;A;Yangon;Normal;Male;Electronic accessories;386;1;193;4053;1/29/2019;11:26:00;Ewallet;386;4761904762;193;67
541-08-3113;C;Naypyitaw;Normal;Male;Food and beverages;6597;8;26388;554148;2/2/2019;20:29:00;Cash;52776;4761904762;26388;84
246-11-3901;C;Naypyitaw;Normal;Female;Electronic accessories;328;10;164;3444;2/15/2019;12:12:00;Cash;328;4761904762;164;62
674-15-9296;A;Yangon;Normal;Male;Sports and travel;3714;5;9285;194985;1/8/2019;13:05:00;Ewallet;1857;4761904762;9285;5
305-18-3552;B;Mandalay;Member;Male;Home and lifestyle;6038;10;3019;63399;2/12/2019;16:19:00;Cash;6038;4761904762;3019;6
493-65-6248;C;Naypyitaw;Member;Female;Sports and travel;3698;10;1849;38829;1/1/2019;19:48:00;Credit card;3698;4761904762;1849;7
438-01-4015;B;Mandalay;Member;Female;Sports and travel;4949;4;9898;207858;3/21/2019;15:25:00;Ewallet;19796;4761904762;9898;66
709-58-4068;B;Mandalay;Normal;Female;Fashion accessories;4109;10;20545;431445;2/28/2019;14:42:00;Cash;4109;4761904762;20545;73
795-49-7276;A;Yangon;Normal;Male;Fashion accessories;3715;4;743;15603;3/23/2019;18:59:00;Ewallet;1486;4761904762;743;83
556-72-8512;C;Naypyitaw;Normal;Male;Home and lifestyle;2296;1;1148;24108;1/30/2019;20:47:00;Cash;2296;4761904762;1148;43
627-95-3243;B;Mandalay;Member;Female;Home and lifestyle;7768;9;34956;734076;2/4/2019;13:21:00;Ewallet;69912;4761904762;34956;98
686-41-0932;B;Mandalay;Normal;Female;Fashion accessories;347;2;347;7287;3/13/2019;19:48:00;Ewallet;694;4761904762;347;82
510-09-5628;A;Yangon;Member;Female;Fashion accessories;1966;10;983;20643;3/15/2019;18:20:00;Credit card;1966;4761904762;983;72
608-04-3797;B;Mandalay;Member;Female;Health and beauty;2532;8;10128;212688;3/5/2019;20:24:00;Ewallet;20256;4761904762;10128;87
148-82-2527;C;Naypyitaw;Member;Female;Home and lifestyle;1212;10;606;12726;3/5/2019;13:44:00;Credit card;1212;4761904762;606;84
437-53-3084;B;Mandalay;Normal;Male;Fashion accessories;9989;2;9989;209769;2/26/2019;11:48:00;Ewallet;19978;4761904762;9989;71
632-32-4574;B;Mandalay;Normal;Male;Sports and travel;7592;8;30368;637728;3/20/2019;14:14:00;Cash;60736;4761904762;30368;55
556-97-7101;C;Naypyitaw;Normal;Female;Electronic accessories;6322;2;6322;132762;1/1/2019;15:51:00;Cash;12644;4761904762;6322;85
862-59-8517;C;Naypyitaw;Normal;Female;Food and beverages;9024;6;27072;568512;1/27/2019;11:17:00;Cash;54144;4761904762;27072;62
401-18-8016;B;Mandalay;Member;Female;Sports and travel;9813;1;49065;1030365;1/21/2019;17:36:00;Cash;9813;4761904762;49065;89
420-18-8989;A;Yangon;Member;Female;Sports and travel;5152;8;20608;432768;2/2/2019;15:47:00;Cash;41216;4761904762;20608;96
277-63-2961;B;Mandalay;Member;Male;Sports and travel;7397;1;36985;776685;2/3/2019;15:53:00;Credit card;7397;4761904762;36985;54
573-98-8548;C;Naypyitaw;Member;Female;Fashion accessories;319;1;1595;33495;1/5/2019;12:40:00;Ewallet;319;4761904762;1595;91
620-02-2046;C;Naypyitaw;Normal;Male;Home and lifestyle;694;2;694;14574;1/27/2019;19:48:00;Ewallet;1388;4761904762;694;9
282-35-2475;B;Mandalay;Normal;Female;Sports and travel;9331;2;9331;195951;3/25/2019;17:53:00;Cash;18662;4761904762;9331;63
511-54-3087;B;Mandalay;Normal;Male;Sports and travel;8845;1;44225;928725;2/25/2019;16:36:00;Credit card;8845;4761904762;44225;95
726-29-6793;A;Yangon;Member;Male;Electronic accessories;2418;8;9672;203112;1/28/2019;20:54:00;Ewallet;19344;4761904762;9672;98
387-49-4215;B;Mandalay;Member;Female;Sports and travel;485;3;7275;152775;1/8/2019;12:50:00;Cash;1455;4761904762;7275;67
862-17-9201;B;Mandalay;Normal;Female;Food and beverages;8405;6;25215;529515;1/29/2019;10:48:00;Credit card;5043;4761904762;25215;77
291-21-5991;B;Mandalay;Member;Male;Health and beauty;6129;5;153225;3217725;3/29/2019;14:28:00;Cash;30645;4761904762;153225;7
602-80-9671;C;Naypyitaw;Member;Female;Home and lifestyle;1595;6;4785;100485;2/9/2019;17:15:00;Credit card;957;4761904762;4785;51
347-72-6115;B;Mandalay;Member;Female;Sports and travel;9074;7;31759;666939;1/16/2019;18:03:00;Credit card;63518;4761904762;31759;62
209-61-0206;A;Yangon;Normal;Female;Home and lifestyle;4291;5;107275;2252775;1/5/2019;17:29:00;Ewallet;21455;4761904762;107275;61
595-27-4851;A;Yangon;Normal;Female;Fashion accessories;5428;7;18998;398958;1/27/2019;18:05:00;Ewallet;37996;4761904762;18998;93
189-52-0236;A;Yangon;Normal;Male;Electronic accessories;9955;7;348425;7316925;3/14/2019;12:07:00;Cash;69685;4761904762;348425;76
503-07-0930;C;Naypyitaw;Member;Male;Sports and travel;5839;7;204365;4291665;2/23/2019;19:49:00;Credit card;40873;4761904762;204365;82
413-20-6708;C;Naypyitaw;Member;Female;Fashion accessories;5147;1;25735;540435;3/18/2019;15:52:00;Ewallet;5147;4761904762;25735;85
425-85-2085;B;Mandalay;Member;Male;Health and beauty;5486;5;13715;288015;3/29/2019;16:48:00;Ewallet;2743;4761904762;13715;98
521-18-7827;C;Naypyitaw;Member;Male;Home and lifestyle;3939;5;98475;2067975;1/22/2019;20:46:00;Credit card;19695;4761904762;98475;87
220-28-1851;A;Yangon;Normal;Male;Home and lifestyle;3473;2;3473;72933;3/1/2019;18:14:00;Ewallet;6946;4761904762;3473;97
600-38-9738;C;Naypyitaw;Member;Male;Sports and travel;7192;5;1798;37758;1/17/2019;15:05:00;Credit card;3596;4761904762;1798;43
734-91-1155;B;Mandalay;Normal;Female;Electronic accessories;4571;3;68565;1439865;3/26/2019;10:34:00;Credit card;13713;4761904762;68565;77
451-28-5717;C;Naypyitaw;Member;Female;Home and lifestyle;8317;6;24951;523971;3/20/2019;11:23:00;Cash;49902;4761904762;24951;73
609-81-8548;A;Yangon;Member;Female;Home and lifestyle;3744;6;11232;235872;2/6/2019;13:55:00;Credit card;22464;4761904762;11232;59
133-14-7229;C;Naypyitaw;Normal;Male;Health and beauty;6287;2;6287;132027;1/1/2019;11:43:00;Cash;12574;4761904762;6287;5
534-01-4457;A;Yangon;Normal;Male;Food and beverages;8171;6;24513;514773;1/27/2019;14:36:00;Credit card;49026;4761904762;24513;8
719-89-8991;A;Yangon;Member;Female;Sports and travel;9141;5;228525;4799025;2/25/2019;16:03:00;Ewallet;45705;4761904762;228525;71
286-62-6248;B;Mandalay;Normal;Male;Fashion accessories;3921;4;7842;164682;1/16/2019;20:03:00;Credit card;15684;4761904762;7842;9
339-38-9982;B;Mandalay;Member;Male;Fashion accessories;5986;2;5986;125706;1/13/2019;14:55:00;Ewallet;11972;4761904762;5986;67
827-44-5872;B;Mandalay;Member;Female;Food and beverages;5436;10;2718;57078;2/7/2019;11:28:00;Credit card;5436;4761904762;2718;61
827-77-7633;A;Yangon;Normal;Male;Sports and travel;9809;9;441405;9269505;2/17/2019;19:41:00;Cash;88281;4761904762;441405;93
287-83-1405;A;Yangon;Normal;Male;Health and beauty;2543;6;7629;160209;2/12/2019;19:01:00;Ewallet;15258;4761904762;7629;7
435-13-4908;A;Yangon;Member;Male;Fashion accessories;8668;8;34672;728112;1/24/2019;18:04:00;Credit card;69344;4761904762;34672;72
857-67-9057;B;Mandalay;Normal;Male;Electronic accessories;2295;10;11475;240975;2/6/2019;19:20:00;Ewallet;2295;4761904762;11475;82
236-27-1144;C;Naypyitaw;Normal;Female;Food and beverages;1631;9;73395;1541295;3/26/2019;10:31:00;Ewallet;14679;4761904762;73395;84
892-05-6689;A;Yangon;Normal;Female;Home and lifestyle;2832;5;708;14868;3/11/2019;13:28:00;Ewallet;1416;4761904762;708;62
583-41-4548;C;Naypyitaw;Normal;Male;Home and lifestyle;1667;7;58345;1225245;2/7/2019;11:36:00;Ewallet;11669;4761904762;58345;74
339-12-4827;B;Mandalay;Member;Female;Fashion accessories;7396;1;3698;77658;1/5/2019;11:32:00;Credit card;7396;4761904762;3698;5
643-38-7867;A;Yangon;Normal;Male;Home and lifestyle;9794;1;4897;102837;3/7/2019;11:44:00;Ewallet;9794;4761904762;4897;69
308-81-0538;A;Yangon;Normal;Female;Fashion accessories;7305;4;1461;30681;2/25/2019;17:16:00;Credit card;2922;4761904762;1461;49
358-88-9262;C;Naypyitaw;Member;Female;Food and beverages;8748;6;26244;551124;2/1/2019;18:43:00;Ewallet;52488;4761904762;26244;51
460-35-4390;A;Yangon;Normal;Male;Home and lifestyle;3068;3;4602;96642;1/22/2019;11:00:00;Ewallet;9204;4761904762;4602;91
343-87-0864;C;Naypyitaw;Member;Male;Health and beauty;7588;1;3794;79674;1/3/2019;10:30:00;Credit card;7588;4761904762;3794;71
173-50-1108;B;Mandalay;Member;Female;Sports and travel;2018;4;4036;84756;2/13/2019;12:14:00;Credit card;8072;4761904762;4036;5
243-47-2663;C;Naypyitaw;Member;Male;Electronic accessories;1877;6;5631;118251;1/28/2019;16:43:00;Credit card;11262;4761904762;5631;55
841-18-8232;B;Mandalay;Normal;Female;Food and beverages;712;1;356;7476;1/5/2019;20:40:00;Credit card;712;4761904762;356;92
701-23-5550;B;Mandalay;Member;Male;Home and lifestyle;3881;4;7762;163002;3/19/2019;13:40:00;Ewallet;15524;4761904762;7762;49
647-50-1224;A;Yangon;Normal;Female;Fashion accessories;2942;10;1471;30891;1/12/2019;16:23:00;Ewallet;2942;4761904762;1471;89
541-48-8554;A;Yangon;Normal;Male;Sports and travel;6095;9;274275;5759775;1/7/2019;12:08:00;Credit card;54855;4761904762;274275;6
539-21-7227;B;Mandalay;Normal;Female;Sports and travel;5154;5;12885;270585;1/26/2019;17:45:00;Cash;2577;4761904762;12885;42
213-32-1216;A;Yangon;Normal;Female;Electronic accessories;6606;6;19818;416178;1/23/2019;10:28:00;Cash;39636;4761904762;19818;73
747-58-7183;B;Mandalay;Normal;Male;Fashion accessories;5727;3;85905;1804005;2/9/2019;20:31:00;Ewallet;17181;4761904762;85905;65
582-52-8065;B;Mandalay;Normal;Female;Fashion accessories;5431;9;244395;5132295;2/22/2019;10:49:00;Cash;48879;4761904762;244395;89
210-57-1719;B;Mandalay;Normal;Female;Health and beauty;5824;9;26208;550368;2/5/2019;12:34:00;Cash;52416;4761904762;26208;97
399-69-4630;C;Naypyitaw;Normal;Male;Electronic accessories;2221;6;6663;139923;3/7/2019;10:23:00;Credit card;13326;4761904762;6663;86
134-75-2619;A;Yangon;Member;Male;Electronic accessories;1932;7;6762;142002;3/25/2019;18:51:00;Cash;13524;4761904762;6762;69
356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle;3748;3;5622;118062;1/20/2019;13:45:00;Credit card;11244;4761904762;5622;77
198-66-9832;B;Mandalay;Member;Female;Fashion accessories;7204;2;7204;151284;2/4/2019;19:38:00;Cash;14408;4761904762;7204;95
283-26-5248;C;Naypyitaw;Member;Female;Food and beverages;9852;10;4926;103446;1/30/2019;20:23:00;Ewallet;9852;4761904762;4926;45
712-39-0363;A;Yangon;Member;Male;Food and beverages;4166;6;12498;262458;1/2/2019;15:24:00;Ewallet;24996;4761904762;12498;56
218-59-9410;A;Yangon;Member;Female;Home and lifestyle;7242;3;10863;228123;3/29/2019;16:54:00;Ewallet;21726;4761904762;10863;82
174-75-0888;B;Mandalay;Normal;Male;Electronic accessories;2158;9;9711;203931;3/14/2019;12:32:00;Cash;19422;4761904762;9711;73
866-99-7614;C;Naypyitaw;Normal;Male;Food and beverages;892;10;446;9366;2/11/2019;15:42:00;Credit card;892;4761904762;446;44
134-54-4720;B;Mandalay;Normal;Female;Electronic accessories;4242;8;16968;356328;1/30/2019;13:58:00;Ewallet;33936;4761904762;16968;57
760-90-2357;A;Yangon;Member;Male;Electronic accessories;7451;6;22353;469413;3/20/2019;15:08:00;Ewallet;44706;4761904762;22353;5
514-37-2845;B;Mandalay;Normal;Male;Fashion accessories;9925;2;9925;208425;3/20/2019;13:02:00;Cash;1985;4761904762;9925;9
698-98-5964;A;Yangon;Normal;Female;Food and beverages;8121;10;40605;852705;1/17/2019;13:01:00;Credit card;8121;4761904762;40605;63
718-57-9773;C;Naypyitaw;Normal;Female;Sports and travel;4933;10;24665;517965;2/3/2019;16:40:00;Credit card;4933;4761904762;24665;94
651-88-7328;A;Yangon;Normal;Female;Fashion accessories;6574;9;29583;621243;1/1/2019;13:55:00;Cash;59166;4761904762;29583;77
241-11-2261;B;Mandalay;Normal;Female;Fashion accessories;7986;7;27951;586971;1/10/2019;10:33:00;Credit card;55902;4761904762;27951;55
408-26-9866;C;Naypyitaw;Normal;Female;Sports and travel;7398;7;25893;543753;3/2/2019;16:42:00;Ewallet;51786;4761904762;25893;41
834-83-1826;B;Mandalay;Member;Female;Home and lifestyle;8204;5;2051;43071;2/25/2019;17:16:00;Credit card;4102;4761904762;2051;76
343-61-3544;B;Mandalay;Member;Male;Sports and travel;2667;10;13335;280035;1/29/2019;11:48:00;Cash;2667;4761904762;13335;86
239-48-4278;A;Yangon;Member;Male;Food and beverages;1013;7;35455;744555;3/10/2019;19:35:00;Ewallet;7091;4761904762;35455;83
355-34-6244;B;Mandalay;Normal;Male;Food and beverages;7239;2;7239;152019;1/13/2019;19:55:00;Credit card;14478;4761904762;7239;81
550-84-8664;A;Yangon;Normal;Male;Sports and travel;8591;5;214775;4510275;3/22/2019;14:33:00;Credit card;42955;4761904762;214775;86
339-96-8318;B;Mandalay;Member;Male;Fashion accessories;8131;7;284585;5976285;3/1/2019;19:49:00;Ewallet;56917;4761904762;284585;63
458-61-0011;B;Mandalay;Normal;Male;Food and beverages;603;4;1206;25326;2/20/2019;18:43:00;Cash;2412;4761904762;1206;58
592-34-6155;C;Naypyitaw;Normal;Male;Food and beverages;3177;4;6354;133434;1/14/2019;14:43:00;Ewallet;12708;4761904762;6354;62
797-88-0493;A;Yangon;Normal;Female;Health and beauty;6427;4;12854;269934;3/26/2019;13:54:00;Cash;25708;4761904762;12854;77
207-73-1363;B;Mandalay;Normal;Male;Health and beauty;6951;2;6951;145971;3/1/2019;12:15:00;Ewallet;13902;4761904762;6951;81
390-31-6381;C;Naypyitaw;Normal;Male;Food and beverages;2722;3;4083;85743;1/7/2019;12:37:00;Cash;8166;4761904762;4083;73
443-82-0585;A;Yangon;Member;Female;Health and beauty;7768;4;15536;326256;2/1/2019;19:54:00;Cash;31072;4761904762;15536;84
